billing_date,provider,billing_account_id,resource_id,service_name,usage_type,region,team,project,environment,usage_quantity,usage_unit,cost_amount,currency
2026-01-09,GCP,gcp-3001,gcp-resource-01965,Compute,CPU Hours,europe-north1,Data Platform,Analytics Platform,prod,212.43,hours,59.14,EUR
2026-03-23,GCP,gcp-3001,gcp-resource-01966,Storage,Object Storage,europe-north1,Infrastructure,Shared Services,Test,459.66,GB,12.56,EUR
2026-03-04,Azure,az-2002,azure-resource-01967,Compute,CPU Hours,northeurope,Customer Product,Customer Portal,Test,50.19,hours,8.36,EUR
2026-04-15,GCP,gcp-3001,gcp-resource-01968,Storage,Disk Storage,europe-west1,Customer Product,,DEV,347.87,GB,11.43,EUR
2026-05-08,GCP,gcp-3001,gcp-resource-01969,Storage,Disk Storage,europe-west1,Infrastructure,Shared Services,Test,451.31,GB,15.52,EUR
2026-01-05,AWS,aws-1002,aws-resource-01970,Compute,Instance Hours,eu-west-1,Customer Product,Customer Portal,Production,155.58,hours,54.13,EUR
2026-01-15,GCP,gcp-3001,gcp-resource-01971,Database,Database Hours,europe-north1,Infrastructure,Cloud Migration,Production,203.32,hours,133.92,EUR
2026-01-14,Azure,az-2001,azure-resource-01972,Storage,Object Storage,northeurope,Security,,Production,33.15,GB,1.54,EUR
2026-03-01,GCP,gcp-3001,gcp-resource-01973,Compute,CPU Hours,europe-west1,Data Platform,Data Governance,Production,90.88,hours,30.71,EUR
2026-01-23,Azure,az-2001,azure-resource-01974,Storage,Disk Storage,northeurope,,Analytics Platform,prod,318.51,GB,16.77,EUR
2026-05-27,AWS,aws-1002,aws-resource-01975,Compute,CPU Hours,eu-central-1,Data Platform,Analytics Platform,DEV,262.36,hours,45.08,EUR
2026-05-21,Azure,az-2001,azure-resource-01976,Compute,Instance Hours,westeurope,,Cloud Migration,Production,22.99,hours,7.11,EUR
2026-05-30,GCP,gcp-3001,gcp-resource-01977,Networking,Public IP,europe-west1,Security,Identity Platform,Development,489.47,GB,34.4,EUR
2026-01-27,GCP,gcp-3001,gcp-resource-01978,Networking,Public IP,europe-north1,Customer Product,Mobile Application,Development,325.58,GB,28.06,EUR
2026-02-25,Azure,az-2002,azure-resource-01979,Compute,Instance Hours,northeurope,Security,Threat Monitoring,test,267.73,hours,52.68,EUR
2026-02-14,GCP,gcp-3001,gcp-resource-01980,Database,Database Hours,europe-north1,Data Platform,Analytics Platform,test,84.93,hours,33.51,EUR
2026-04-12,Azure,az-2002,azure-resource-01981,Networking,Data Transfer,westeurope,Security,Identity Platform,DEV,323.57,GB,22.67,EUR
2026-03-24,GCP,gcp-3001,gcp-resource-01982,Compute,CPU Hours,europe-north1,Security,Threat Monitoring,Development,284.97,hours,45.23,EUR
2026-02-18,Azure,az-2002,azure-resource-01983,Storage,Object Storage,northeurope,Security,Threat Monitoring,DEV,151.71,GB,4.62,EUR
2026-02-18,AWS,aws-1001,aws-resource-01984,Compute,Instance Hours,eu-central-1,Infrastructure,Cloud Migration,DEV,168.18,hours,30.74,EUR
2026-06-16,Azure,az-2002,azure-resource-01985,Database,Database Hours,westeurope,Data Platform,Data Governance,Development,265.16,hours,79.98,EUR
2026-05-06,GCP,gcp-3001,gcp-resource-01986,Storage,Disk Storage,europe-west1,Infrastructure,Shared Services,Test,474.21,GB,14.49,EUR
2026-06-12,GCP,gcp-3001,gcp-resource-01987,Storage,Object Storage,europe-north1,Data Platform,,Production,366.89,GB,17.73,EUR
2026-03-30,GCP,gcp-3001,gcp-resource-01988,Compute,Instance Hours,europe-west1,Security,Threat Monitoring,Production,203.74,hours,68.85,EUR
2026-01-04,AWS,aws-1002,aws-resource-01989,Storage,Object Storage,eu-west-1,Security,Identity Platform,Production,195.3,GB,11.77,EUR
2026-04-04,AWS,aws-1001,aws-resource-01990,Database,Read Operations,eu-central-1,Customer Product,Mobile Application,Development,352.37,hours,126.08,EUR
2026-06-02,AWS,aws-1002,aws-resource-01991,Database,Read Operations,eu-central-1,Security,Identity Platform,Development,198.56,hours,72.9,EUR
2026-03-07,Azure,az-2002,azure-resource-01992,Compute,Instance Hours,northeurope,Security,Threat Monitoring,Development,130.31,hours,22.56,EUR
2026-02-20,Azure,az-2002,azure-resource-01993,Networking,Data Transfer,northeurope,Security,Threat Monitoring,test,375.03,GB,27.91,EUR
2026-03-03,GCP,gcp-3001,gcp-resource-01994,Networking,Data Transfer,europe-north1,Customer Product,Mobile Application,DEV,415.79,GB,33.44,EUR
2026-06-16,Azure,az-2002,azure-resource-01995,Database,Database Hours,northeurope,Security,Identity Platform,Development,125.63,hours,47.57,EUR
2026-03-23,Azure,az-2001,azure-resource-01996,Storage,Disk Storage,westeurope,Security,,Production,382.76,GB,22.47,EUR
2026-02-14,GCP,gcp-3001,gcp-resource-01997,Storage,Object Storage,europe-north1,Infrastructure,Shared Services,Production,30.31,GB,1.49,EUR
2026-06-20,Azure,az-2001,azure-resource-01998,Storage,Object Storage,westeurope,Security,Identity Platform,Development,319.29,GB,10.79,EUR
2026-06-28,AWS,aws-1001,aws-resource-01999,Networking,Public IP,eu-central-1,Customer Product,Mobile Application,Development,24.03,GB,1.71,EUR
2026-03-09,AWS,aws-1001,aws-resource-02000,Storage,Object Storage,eu-central-1,Data Platform,Data Governance,Production,73.94,GB,3.95,EUR
2026-04-01,GCP,gcp-3001,gcp-resource-02001,Database,Read Operations,europe-west1,Customer Product,Customer Portal,Production,60.28,hours,35.0,EUR
2026-02-16,Azure,az-2002,azure-resource-02002,Database,Database Hours,westeurope,Customer Product,Mobile Application,DEV,421.04,hours,142.07,EUR
2026-01-21,GCP,gcp-3001,gcp-resource-02003,Database,Read Operations,europe-west1,Security,Identity Platform,test,178.3,hours,58.52,EUR
2026-06-25,GCP,gcp-3001,gcp-resource-02004,Compute,CPU Hours,europe-west1,Customer Product,Mobile Application,Development,175.29,hours,30.2,EUR
2026-04-09,Azure,az-2001,azure-resource-02005,Storage,Object Storage,westeurope,Security,Identity Platform,DEV,103.9,GB,3.06,EUR
2026-01-26,GCP,gcp-3001,gcp-resource-02006,Database,Read Operations,europe-west1,Security,Threat Monitoring,test,87.56,hours,29.96,EUR
2026-03-01,GCP,gcp-3001,gcp-resource-02007,Database,Read Operations,europe-west1,Data Platform,,Test,466.79,hours,159.65,EUR
2026-03-26,AWS,aws-1001,aws-resource-02008,Storage,Object Storage,eu-central-1,Infrastructure,Cloud Migration,Production,158.83,GB,7.37,EUR
2026-05-23,Azure,az-2001,azure-resource-02009,Storage,Disk Storage,northeurope,Data Platform,Analytics Platform,prod,414.75,GB,22.6,EUR
2026-06-23,AWS,aws-1001,aws-resource-02010,Database,Database Hours,eu-west-1,Customer Product,Customer Portal,prod,203.37,hours,122.98,EUR
2026-06-06,AWS,aws-1001,aws-resource-02011,Storage,Object Storage,eu-central-1,Infrastructure,Cloud Migration,DEV,192.41,GB,5.23,EUR
2026-04-22,Azure,az-2002,azure-resource-02012,Compute,Instance Hours,westeurope,Infrastructure,,test,105.55,hours,17.85,EUR
2026-05-30,AWS,aws-1001,aws-resource-02013,Storage,Disk Storage,eu-west-1,Security,Threat Monitoring,Development,12.82,GB,0.34,EUR
2026-06-07,Azure,az-2001,azure-resource-02014,Database,Database Hours,northeurope,Data Platform,Data Governance,Production,421.72,hours,237.09,EUR
2026-04-24,AWS,aws-1001,aws-resource-02015,Storage,Disk Storage,eu-central-1,Customer Product,Customer Portal,Test,450.45,GB,14.68,EUR
2026-03-16,Azure,az-2002,azure-resource-02016,Compute,Instance Hours,northeurope,Data Platform,Data Governance,DEV,246.23,hours,43.55,EUR
2026-04-07,AWS,aws-1001,aws-resource-02017,Compute,CPU Hours,eu-west-1,Infrastructure,,prod,7.91,hours,2.78,EUR
2026-03-02,AWS,aws-1001,aws-resource-02018,Database,Read Operations,eu-west-1,Infrastructure,Cloud Migration,DEV,229.03,hours,77.67,EUR
2026-02-07,GCP,gcp-3001,gcp-resource-02019,Storage,Disk Storage,europe-west1,Infrastructure,Shared Services,Development,152.31,GB,3.98,EUR
2026-04-07,AWS,aws-1001,aws-resource-02020,Compute,Instance Hours,eu-central-1,Customer Product,,Development,54.56,hours,9.07,EUR
2026-01-09,AWS,aws-1001,aws-resource-02021,Storage,Object Storage,eu-central-1,Data Platform,Analytics Platform,prod,184.02,GB,9.15,EUR
2026-01-23,GCP,gcp-3001,gcp-resource-02022,Compute,Instance Hours,europe-north1,Security,,Test,284.84,hours,53.85,EUR
2026-02-03,GCP,gcp-3001,gcp-resource-02023,Compute,CPU Hours,europe-west1,Security,Threat Monitoring,prod,27.86,hours,7.74,EUR
2026-06-17,AWS,aws-1002,aws-resource-02024,Networking,Data Transfer,eu-west-1,Data Platform,Data Governance,Test,185.77,GB,16.17,EUR
2026-06-14,AWS,aws-1002,aws-resource-02025,Networking,Public IP,eu-central-1,Data Platform,Data Governance,Test,377.97,GB,31.35,EUR
2026-04-27,Azure,az-2002,azure-resource-02026,Networking,Public IP,westeurope,Security,Identity Platform,DEV,412.24,GB,33.97,EUR
2026-04-19,AWS,aws-1001,aws-resource-02027,Networking,Public IP,eu-central-1,Security,Identity Platform,Test,210.56,GB,15.03,EUR
2026-05-07,AWS,aws-1001,aws-resource-02028,Storage,Disk Storage,eu-west-1,Security,Threat Monitoring,prod,470.28,GB,24.42,EUR
2026-03-15,AWS,aws-1002,aws-resource-02029,Networking,Data Transfer,eu-central-1,Infrastructure,Cloud Migration,test,329.36,GB,28.07,EUR
2026-01-29,Azure,az-2001,azure-resource-02030,Networking,Public IP,northeurope,Security,Identity Platform,prod,5.42,GB,0.89,EUR
2026-05-17,AWS,aws-1002,aws-resource-02031,Database,Database Hours,eu-central-1,Customer Product,Customer Portal,prod,60.78,hours,37.11,EUR
2026-05-04,Azure,az-2001,azure-resource-02032,Networking,Data Transfer,northeurope,Data Platform,Data Governance,Test,196.81,GB,15.79,EUR
2026-04-13,GCP,gcp-3001,gcp-resource-02033,Storage,Object Storage,europe-north1,Data Platform,Analytics Platform,test,303.66,GB,9.49,EUR
2026-03-13,GCP,gcp-3001,gcp-resource-02034,Storage,Object Storage,europe-north1,Customer Product,Customer Portal,Production,194.73,GB,10.83,EUR
2026-02-01,AWS,aws-1001,aws-resource-02035,Networking,Data Transfer,eu-west-1,Customer Product,Customer Portal,prod,259.21,GB,34.87,EUR
2026-06-06,GCP,gcp-3001,gcp-resource-02036,Compute,CPU Hours,europe-north1,Security,Threat Monitoring,DEV,170.66,hours,30.24,EUR
2026-05-20,GCP,gcp-3001,gcp-resource-02037,Networking,Public IP,europe-north1,Data Platform,Data Governance,Production,247.71,GB,31.5,EUR
2026-06-30,Azure,az-2002,azure-resource-02038,Compute,CPU Hours,westeurope,Data Platform,Analytics Platform,test,401.39,hours,79.93,EUR
2026-02-15,AWS,aws-1002,aws-resource-02039,Networking,Data Transfer,eu-central-1,Customer Product,Customer Portal,Development,417.24,GB,32.86,EUR
2026-02-24,GCP,gcp-3001,gcp-resource-02040,Database,Read Operations,europe-west1,Security,Identity Platform,Production,48.9,hours,33.94,EUR
2026-02-18,GCP,gcp-3001,gcp-resource-02041,Compute,Instance Hours,europe-north1,Data Platform,,Production,215.88,hours,69.81,EUR
2026-03-10,AWS,aws-1001,aws-resource-02042,Storage,Object Storage,eu-central-1,Security,Identity Platform,DEV,308.89,GB,9.34,EUR
2026-03-27,GCP,gcp-3001,gcp-resource-02043,Compute,CPU Hours,europe-north1,Customer Product,Mobile Application,test,151.45,hours,27.39,EUR
2026-03-24,AWS,aws-1002,aws-resource-02044,Compute,Instance Hours,eu-central-1,Customer Product,Mobile Application,prod,303.86,hours,88.24,EUR
2026-03-07,Azure,az-2002,azure-resource-02045,Compute,CPU Hours,westeurope,Customer Product,Mobile Application,test,370.83,hours,76.39,EUR
2026-03-08,AWS,aws-1002,aws-resource-02046,Storage,Disk Storage,eu-west-1,Customer Product,Mobile Application,Test,200.61,GB,6.15,EUR
2026-05-01,AWS,aws-1002,aws-resource-02047,Database,Read Operations,eu-west-1,Infrastructure,Cloud Migration,Production,303.54,hours,163.04,EUR
2026-01-09,GCP,gcp-3001,gcp-resource-02048,Networking,Data Transfer,europe-north1,Infrastructure,Shared Services,DEV,72.13,GB,5.39,EUR
2026-06-09,Azure,az-2002,azure-resource-02049,Storage,Object Storage,northeurope,Infrastructure,Cloud Migration,Production,439.29,GB,21.7,EUR
2026-02-16,Azure,az-2002,azure-resource-02050,Compute,Instance Hours,westeurope,Security,Identity Platform,test,150.4,hours,23.1,EUR
2026-04-16,GCP,gcp-3001,gcp-resource-02051,Storage,Object Storage,europe-west1,Infrastructure,Cloud Migration,test,118.62,GB,3.89,EUR
2026-02-13,Azure,az-2002,azure-resource-02052,Database,Read Operations,westeurope,Infrastructure,Cloud Migration,test,396.5,hours,130.04,EUR
2026-04-23,GCP,gcp-3001,gcp-resource-02053,Compute,CPU Hours,europe-west1,Customer Product,Mobile Application,Development,8.62,hours,1.6,EUR
2026-03-21,AWS,aws-1002,aws-resource-02054,Networking,Public IP,eu-west-1,Data Platform,Data Governance,Test,402.34,GB,30.11,EUR
2026-01-24,GCP,gcp-3001,gcp-resource-02055,Compute,Instance Hours,europe-north1,,Mobile Application,test,71.45,hours,14.17,EUR
2026-02-14,AWS,aws-1001,aws-resource-02056,Compute,Instance Hours,eu-west-1,Data Platform,Analytics Platform,Development,94.71,hours,17.45,EUR
2026-05-26,Azure,az-2002,azure-resource-02057,Networking,Data Transfer,westeurope,Security,Threat Monitoring,DEV,301.97,GB,26.15,EUR
2026-06-23,GCP,gcp-3001,gcp-resource-02058,Networking,Data Transfer,europe-north1,Data Platform,,Test,392.31,GB,28.48,EUR
2026-04-15,AWS,aws-1001,aws-resource-02059,Database,Database Hours,eu-central-1,,Mobile Application,prod,258.63,hours,147.68,EUR
2026-06-06,GCP,gcp-3001,gcp-resource-02060,Storage,Object Storage,europe-north1,Customer Product,Mobile Application,test,265.77,GB,7.82,EUR
2026-05-22,Azure,az-2002,azure-resource-02061,Database,Read Operations,westeurope,Customer Product,Mobile Application,DEV,472.17,hours,187.31,EUR
2026-05-24,Azure,az-2002,azure-resource-02062,Database,Read Operations,northeurope,Customer Product,,Development,85.73,hours,32.34,EUR
2026-06-03,GCP,gcp-3001,gcp-resource-02063,Compute,CPU Hours,europe-north1,Customer Product,Mobile Application,DEV,145.27,hours,23.87,EUR
2026-05-31,Azure,az-2002,azure-resource-02064,Compute,CPU Hours,westeurope,Infrastructure,Shared Services,prod,7.24,hours,2.53,EUR
2026-05-13,GCP,gcp-3001,gcp-resource-02065,Networking,Public IP,europe-north1,Customer Product,Mobile Application,Test,324.3,GB,27.24,EUR
2026-04-21,GCP,gcp-3001,gcp-resource-02066,Database,Database Hours,europe-north1,Security,Identity Platform,test,427.41,hours,155.99,EUR
2026-04-25,GCP,gcp-3001,gcp-resource-02067,Networking,Public IP,europe-north1,,Analytics Platform,Test,134.05,GB,12.18,EUR
2026-04-19,Azure,az-2001,azure-resource-02068,Database,Database Hours,northeurope,Security,,Development,42.9,hours,16.04,EUR
2026-04-22,Azure,az-2002,azure-resource-02069,Database,Database Hours,northeurope,Infrastructure,Cloud Migration,Development,307.29,hours,112.06,EUR
2026-02-04,Azure,az-2002,azure-resource-02070,Compute,Instance Hours,northeurope,Infrastructure,Shared Services,prod,244.81,hours,74.82,EUR
2026-06-24,AWS,aws-1001,aws-resource-02071,Networking,Public IP,eu-central-1,Customer Product,Mobile Application,Production,423.02,GB,57.82,EUR
2026-05-13,Azure,az-2002,azure-resource-02072,Storage,Object Storage,northeurope,Security,Threat Monitoring,test,208.58,GB,6.74,EUR
2026-01-21,GCP,gcp-3001,gcp-resource-02073,Compute,CPU Hours,europe-north1,Security,Identity Platform,Production,361.44,hours,102.51,EUR
2026-05-06,GCP,gcp-3001,gcp-resource-02074,Database,Read Operations,europe-north1,,Analytics Platform,Test,430.53,hours,134.75,EUR
2026-03-19,Azure,az-2002,azure-resource-02075,Compute,Instance Hours,northeurope,Customer Product,Mobile Application,prod,374.94,hours,111.12,EUR
2026-06-23,Azure,az-2002,azure-resource-02076,Networking,Data Transfer,northeurope,Customer Product,,prod,102.11,GB,14.13,EUR
2026-04-29,GCP,gcp-3001,gcp-resource-02077,Compute,Instance Hours,europe-north1,Security,Identity Platform,Development,143.57,hours,24.74,EUR
2026-05-22,AWS,aws-1002,aws-resource-02078,Networking,Public IP,eu-central-1,Customer Product,Mobile Application,Production,257.17,GB,41.5,EUR
2026-04-01,Azure,az-2001,azure-resource-02079,Database,Read Operations,northeurope,Infrastructure,Shared Services,Test,357.87,hours,111.66,EUR
2026-02-08,Azure,az-2001,azure-resource-02080,Compute,CPU Hours,northeurope,Customer Product,Mobile Application,DEV,144.29,hours,24.14,EUR
2026-05-01,Azure,az-2001,azure-resource-02081,Database,Database Hours,westeurope,Data Platform,Data Governance,Development,48.69,hours,16.11,EUR
2026-04-02,GCP,gcp-3001,gcp-resource-02082,Compute,Instance Hours,europe-north1,Data Platform,Analytics Platform,Production,399.17,hours,124.39,EUR
2026-03-04,GCP,gcp-3001,gcp-resource-02083,Database,Database Hours,europe-west1,Infrastructure,Cloud Migration,Development,329.07,hours,112.5,EUR
2026-01-10,GCP,gcp-3001,gcp-resource-02084,Storage,Disk Storage,europe-west1,Security,Threat Monitoring,test,382.53,GB,12.72,EUR
2026-04-18,GCP,gcp-3001,gcp-resource-02085,Compute,Instance Hours,europe-north1,Data Platform,Analytics Platform,Test,494.85,hours,93.5,EUR
2026-03-12,Azure,az-2002,azure-resource-02086,Compute,CPU Hours,westeurope,Data Platform,Analytics Platform,prod,375.69,hours,119.82,EUR
2026-05-05,Azure,az-2001,azure-resource-02087,Database,Read Operations,northeurope,Security,,test,383.24,hours,130.45,EUR
2026-02-04,GCP,gcp-3001,gcp-resource-02088,Networking,Public IP,europe-north1,Security,Threat Monitoring,Test,12.83,GB,0.99,EUR
2026-02-16,GCP,gcp-3001,gcp-resource-02089,Database,Read Operations,europe-north1,Data Platform,Analytics Platform,prod,347.37,hours,186.25,EUR
2026-02-09,Azure,az-2001,azure-resource-02090,Compute,CPU Hours,westeurope,Infrastructure,Shared Services,Test,269.84,hours,43.83,EUR
2026-03-04,Azure,az-2001,azure-resource-02091,Compute,Instance Hours,northeurope,Customer Product,Customer Portal,Development,244.85,hours,43.43,EUR
2026-03-09,Azure,az-2002,azure-resource-02092,Database,Database Hours,westeurope,Customer Product,Mobile Application,prod,6.32,hours,3.78,EUR
2026-06-29,GCP,gcp-3001,gcp-resource-02093,Storage,Disk Storage,europe-north1,Customer Product,Mobile Application,Production,270.95,GB,15.72,EUR
2026-01-03,Azure,az-2001,azure-resource-02094,Networking,Public IP,northeurope,Infrastructure,Cloud Migration,Development,42.8,GB,3.6,EUR
2026-05-18,AWS,aws-1002,aws-resource-02095,Database,Database Hours,eu-west-1,Security,,prod,475.68,hours,338.85,EUR
2026-01-20,Azure,az-2001,azure-resource-02096,Database,Read Operations,northeurope,Infrastructure,Cloud Migration,test,443.67,hours,168.96,EUR
2026-01-25,Azure,az-2001,azure-resource-02097,Compute,CPU Hours,westeurope,Security,Threat Monitoring,prod,271.33,hours,99.58,EUR
2026-02-02,GCP,gcp-3001,gcp-resource-02098,Compute,CPU Hours,europe-west1,Data Platform,,Development,433.74,hours,70.79,EUR
2026-01-17,AWS,aws-1002,aws-resource-02099,Database,Database Hours,eu-central-1,Security,Identity Platform,Test,369.08,hours,113.74,EUR
2026-06-14,AWS,aws-1002,aws-resource-02100,Database,Read Operations,eu-west-1,Data Platform,Analytics Platform,prod,128.48,hours,76.87,EUR
2026-05-17,AWS,aws-1001,aws-resource-02101,Compute,Instance Hours,eu-west-1,,,Development,151.93,hours,26.94,EUR
2026-04-21,GCP,gcp-3001,gcp-resource-02102,Networking,Public IP,europe-north1,Infrastructure,Shared Services,DEV,206.35,GB,18.19,EUR
2026-04-17,Azure,az-2002,azure-resource-02103,Compute,Instance Hours,westeurope,Customer Product,Customer Portal,Test,137.12,hours,22.11,EUR
2026-06-29,AWS,aws-1001,aws-resource-02104,Networking,Data Transfer,eu-central-1,Data Platform,Data Governance,Test,51.18,GB,3.55,EUR
2026-05-08,AWS,aws-1002,aws-resource-02105,Compute,CPU Hours,eu-west-1,Security,Identity Platform,prod,80.21,hours,22.74,EUR
2026-01-23,GCP,gcp-3001,gcp-resource-02106,Networking,Data Transfer,europe-north1,,Identity Platform,Development,250.8,GB,21.87,EUR
2026-02-21,GCP,gcp-3001,gcp-resource-02107,Storage,Object Storage,europe-west1,Customer Product,Mobile Application,Test,315.51,GB,8.19,EUR
2026-02-01,AWS,aws-1001,aws-resource-02108,Networking,Public IP,eu-west-1,Infrastructure,Shared Services,Development,403.51,GB,32.83,EUR
2026-06-11,Azure,az-2002,azure-resource-02109,Database,Database Hours,northeurope,Customer Product,Customer Portal,test,16.42,hours,6.49,EUR
2026-03-18,AWS,aws-1002,aws-resource-02110,Database,Read Operations,eu-central-1,Data Platform,Analytics Platform,Development,11.33,hours,4.3,EUR
2026-03-26,Azure,az-2002,azure-resource-02111,Database,Read Operations,northeurope,Data Platform,,Test,486.17,hours,174.47,EUR
2026-05-24,AWS,aws-1002,aws-resource-02112,Compute,CPU Hours,eu-central-1,Data Platform,Data Governance,DEV,403.6,hours,66.56,EUR
2026-02-05,Azure,az-2001,azure-resource-02113,Networking,Data Transfer,westeurope,Customer Product,Customer Portal,Production,211.26,GB,27.03,EUR
2026-01-21,GCP,gcp-3001,gcp-resource-02114,Storage,Object Storage,europe-west1,Security,Identity Platform,Test,142.16,GB,4.59,EUR
2026-05-26,AWS,aws-1002,aws-resource-02115,Database,Read Operations,eu-west-1,Data Platform,Data Governance,Development,366.28,hours,130.51,EUR
2026-05-24,GCP,gcp-3001,gcp-resource-02116,Compute,CPU Hours,europe-west1,Infrastructure,Shared Services,Development,120.51,hours,21.3,EUR
2026-04-11,GCP,gcp-3001,gcp-resource-02117,Networking,Data Transfer,europe-north1,Security,Identity Platform,Development,365.71,GB,25.98,EUR
2026-06-19,GCP,gcp-3001,gcp-resource-02118,Networking,Data Transfer,europe-west1,Security,Threat Monitoring,Test,446.0,GB,34.26,EUR
2026-03-29,GCP,gcp-3001,gcp-resource-02119,Compute,CPU Hours,europe-north1,Data Platform,Analytics Platform,Production,221.21,hours,71.89,EUR
2026-03-10,Azure,az-2002,azure-resource-02120,Networking,Public IP,northeurope,Security,Identity Platform,Development,401.85,GB,29.44,EUR
2026-03-26,Azure,az-2001,azure-resource-02121,Storage,Disk Storage,northeurope,Data Platform,Analytics Platform,DEV,164.58,GB,4.71,EUR
2026-06-25,GCP,gcp-3001,gcp-resource-02122,Networking,Public IP,europe-north1,Infrastructure,,test,149.11,GB,12.02,EUR
2026-03-23,Azure,az-2001,azure-resource-02123,Compute,CPU Hours,northeurope,Data Platform,Data Governance,Development,308.5,hours,53.12,EUR
2026-05-25,Azure,az-2001,azure-resource-02124,Compute,CPU Hours,westeurope,Security,Threat Monitoring,test,8.93,hours,1.76,EUR
2026-06-13,AWS,aws-1001,aws-resource-02125,Compute,Instance Hours,eu-central-1,Security,,test,167.0,hours,29.84,EUR
2026-01-13,AWS,aws-1002,aws-resource-02126,Storage,Disk Storage,eu-west-1,Infrastructure,Cloud Migration,prod,242.4,GB,12.74,EUR
2026-03-27,AWS,aws-1001,aws-resource-02127,Compute,CPU Hours,eu-west-1,Infrastructure,Cloud Migration,Development,279.01,hours,43.77,EUR
2026-03-30,Azure,az-2001,azure-resource-02128,Networking,Data Transfer,northeurope,Security,Threat Monitoring,Development,139.92,GB,12.47,EUR
2026-02-04,AWS,aws-1001,aws-resource-02129,Networking,Public IP,eu-west-1,Security,Threat Monitoring,DEV,318.33,GB,22.7,EUR
2026-04-24,Azure,az-2001,azure-resource-02130,Database,Read Operations,westeurope,Data Platform,Analytics Platform,Test,411.4,hours,137.47,EUR
2026-03-04,AWS,aws-1001,aws-resource-02131,Compute,CPU Hours,eu-central-1,Infrastructure,Shared Services,test,420.02,hours,69.2,EUR
2026-04-05,Azure,az-2002,azure-resource-02132,Database,Read Operations,northeurope,Customer Product,Customer Portal,DEV,133.61,hours,52.97,EUR
2026-01-22,Azure,az-2001,azure-resource-02133,Networking,Data Transfer,northeurope,Data Platform,Data Governance,Production,416.44,GB,65.91,EUR
2026-06-04,Azure,az-2001,azure-resource-02134,Database,Read Operations,westeurope,Infrastructure,Cloud Migration,Development,152.97,hours,58.25,EUR
2026-06-14,GCP,gcp-3001,gcp-resource-02135,Compute,CPU Hours,europe-north1,Security,Threat Monitoring,test,381.18,hours,68.97,EUR
2026-03-19,Azure,az-2002,azure-resource-02136,Networking,Data Transfer,northeurope,Security,Threat Monitoring,Production,243.3,GB,33.58,EUR
2026-01-01,AWS,aws-1002,aws-resource-02137,Networking,Data Transfer,eu-central-1,Security,Threat Monitoring,Test,91.49,GB,6.53,EUR
2026-06-19,Azure,az-2001,azure-resource-02138,Storage,Object Storage,westeurope,Infrastructure,Cloud Migration,DEV,235.98,GB,8.13,EUR
2026-01-19,Azure,az-2002,azure-resource-02139,Database,Read Operations,westeurope,Security,Threat Monitoring,Test,480.67,hours,155.13,EUR
2026-06-15,AWS,aws-1002,aws-resource-02140,Database,Read Operations,eu-west-1,Infrastructure,Shared Services,Development,56.41,hours,18.81,EUR
2026-04-04,Azure,az-2002,azure-resource-02141,Database,Read Operations,westeurope,Infrastructure,Shared Services,prod,122.7,hours,69.06,EUR
2026-01-12,GCP,gcp-3001,gcp-resource-02142,Database,Read Operations,europe-west1,Security,Threat Monitoring,Test,53.37,hours,18.17,EUR
2026-01-05,AWS,aws-1002,aws-resource-02143,Networking,Data Transfer,eu-central-1,Customer Product,Customer Portal,test,154.47,GB,10.51,EUR
2026-06-27,Azure,az-2001,azure-resource-02144,Networking,Public IP,westeurope,Data Platform,Data Governance,Test,247.12,GB,21.6,EUR
2026-04-14,GCP,gcp-3001,gcp-resource-02145,Database,Database Hours,europe-north1,Infrastructure,Shared Services,prod,252.16,hours,148.54,EUR
2026-01-11,AWS,aws-1001,aws-resource-02146,Storage,Disk Storage,eu-west-1,,Identity Platform,Test,340.51,GB,10.7,EUR
2026-03-22,Azure,az-2001,azure-resource-02147,Networking,Public IP,westeurope,Infrastructure,Cloud Migration,Test,93.16,GB,7.52,EUR
2026-05-05,AWS,aws-1001,aws-resource-02148,Database,Read Operations,eu-central-1,Customer Product,Mobile Application,Development,499.12,hours,189.92,EUR
2026-01-22,GCP,gcp-3001,gcp-resource-02149,Networking,Data Transfer,europe-north1,,Data Governance,Test,271.47,GB,20.22,EUR
2026-05-07,AWS,aws-1002,aws-resource-02150,Storage,Object Storage,eu-central-1,Data Platform,,DEV,455.83,GB,12.89,EUR
2026-01-17,Azure,az-2002,azure-resource-02151,Storage,Object Storage,westeurope,Infrastructure,Shared Services,DEV,223.61,GB,7.35,EUR
2026-04-04,GCP,gcp-3001,gcp-resource-02152,Compute,CPU Hours,europe-west1,Data Platform,Data Governance,Development,388.22,hours,68.56,EUR
2026-06-01,GCP,gcp-3001,gcp-resource-02153,Storage,Object Storage,europe-west1,Infrastructure,Cloud Migration,prod,448.98,GB,24.03,EUR
2026-02-12,GCP,gcp-3001,gcp-resource-02154,Networking,Public IP,europe-west1,Security,Identity Platform,prod,478.67,GB,75.07,EUR
2026-02-07,Azure,az-2002,azure-resource-02155,Storage,Disk Storage,northeurope,Security,Identity Platform,test,275.54,GB,9.03,EUR
2026-03-23,Azure,az-2002,azure-resource-02156,Networking,Public IP,westeurope,Infrastructure,Shared Services,prod,94.53,GB,14.37,EUR
2026-03-28,AWS,aws-1001,aws-resource-02157,Compute,Instance Hours,eu-west-1,Infrastructure,Cloud Migration,prod,258.05,hours,71.53,EUR
